name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
"Redgrave, Richard",Male,1804–1888,1804,1888,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-redgrave-441
"Redo, Achill",Male,born 1930,1930,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/achill-redo-anthony-hill-2348
"Redon, Odilon",Male,1840–1916,1840,1916,"Bordeaux, France","Paris, France",http://www.tate.org.uk/art/artists/odilon-redon-2243
"Redpath, Anne",Female,1895–1965,1895,1965,"Galashiels, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/anne-redpath-1821
"Reeb, David",Male,born 1952,1952,9999,"Rehovot, Yisra'el",Missing,http://www.tate.org.uk/art/artists/david-reeb-2783
"Reeve, Hester",Missing,born 1965,1965,9999,Missing,Missing,http://www.tate.org.uk/art/artists/hester-reeve-18896
"Reeve, Russell",Male,1895–1970,1895,1970,"Hethersett, United Kingdom",Missing,http://www.tate.org.uk/art/artists/russell-reeve-1822
"Rego, Paula",Female,born 1935,1935,9999,"Lisboa, Portugal",Missing,http://www.tate.org.uk/art/artists/paula-rego-1823
"Reid, Clunie",Female,born 1971,1971,9999,"Pembury, United Kingdom",Missing,http://www.tate.org.uk/art/artists/clunie-reid-14791
"Reid, Jamie",Male,born 1947,1947,9999,"Croydon, United Kingdom",Missing,http://www.tate.org.uk/art/artists/jamie-reid-12111
"Reid, John Robertson",Male,1851–1926,1851,1926,"Edinburgh, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-robertson-reid-442
"Reid, Sir Norman",Male,1915–2007,1915,2007,"Edinburgh, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-norman-reid-1824
"Reigl, Judit",Female,born 1923,1923,9999,"Kapuvár, Magyarország",Missing,http://www.tate.org.uk/art/artists/judit-reigl-10123
"Reinagle, Philip",Male,1749–1833,1749,1833,Missing,"London, United Kingdom",http://www.tate.org.uk/art/artists/philip-reinagle-2604
"Reinagle, Ramsay Richard",Male,1775–1862,1775,1862,Missing,"London, United Kingdom",http://www.tate.org.uk/art/artists/ramsay-richard-reinagle-443
"Reinganum, Victor",Male,1907–1995,1907,1995,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/victor-reinganum-1825
"Reinhardt, Ad",Male,1913–1967,1913,1967,"New York, United States","New York, United States",http://www.tate.org.uk/art/artists/ad-reinhardt-1826
"Relph, Nick",Male,born 1979,1979,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/nick-relph-7121
"Renger-Patzsch, Albert",Male,1897–1966,1897,1966,"Würzburg, Deutschland","Wamel, Nederland",http://www.tate.org.uk/art/artists/albert-renger-patzsch-2709
"Rennell, Lady Mary",Female,1901 – 1981,1901,1981,Missing,Missing,http://www.tate.org.uk/art/artists/lady-mary-rennell-1827
"Rennó, Rosângela",Female,born 1962,1962,9999,"Belo Horizonte, Brasil",Missing,http://www.tate.org.uk/art/artists/rosangela-renno-8376
"Renoir, Auguste",Male,1841–1919,1841,1919,"Limoges, France","Cagnes-sur-Mer, France",http://www.tate.org.uk/art/artists/auguste-renoir-1828
"Repin, Ilya",Male,1844–1930,1844,1930,"Chuguyev, Ukrayina","Repino, Rossiya",http://www.tate.org.uk/art/artists/ilya-repin-1829
"Restiffe, Mauro",Male,born 1970,1970,9999,"São Paulo, Brasil",Missing,http://www.tate.org.uk/art/artists/mauro-restiffe-11979
"Reuter, Ingmar",Missing,Missing,9999,9999,Missing,Missing,http://www.tate.org.uk/art/artists/ingmar-reuter-1830
"Reuterswärd, Carl Frederik",Male,born 1934,1934,9999,"Stockholm, Sverige",Missing,http://www.tate.org.uk/art/artists/carl-frederik-reutersward-1831
"Reynolds, Alan",Male,1926 – 2014,1926,2014,"Newmarket, United Kingdom",Missing,http://www.tate.org.uk/art/artists/alan-reynolds-1832
"Reynolds, Samuel William, Junior",Male,1794–1872,1794,1872,Missing,Missing,http://www.tate.org.uk/art/artists/samuel-william-reynolds-junior-2529
"Reynolds, Sir Joshua",Male,1723–1792,1723,1792,"Plympton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-joshua-reynolds-444
"Reynolds-Stephens, Sir William",Male,1862–1943,1862,1943,"Detroit, United States","Royal Tunbridge Wells, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-reynolds-stephens-1833
"Reysschoot, Peter John van",Male,1702–1772,1702,1772,"Gent, België","Gent, België",http://www.tate.org.uk/art/artists/peter-john-van-reysschoot-2394
"Rhoades, Geoffrey",Male,1898–1980,1898,1980,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/geoffrey-rhoades-1834
"Rhoades, Jason",Male,1965–2006,1965,2006,"California, United States",Los Angeles,http://www.tate.org.uk/art/artists/jason-rhoades-7682
"Rhodes, Carol",Female,born 1959,1959,9999,"Edinburgh, United Kingdom",Missing,http://www.tate.org.uk/art/artists/carol-rhodes-2699
"Rhodes, Lis",Female,born 1942,1942,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/lis-rhodes-16111
"Rice, Brian",Male,born 1936,1936,9999,"Somerset, United Kingdom",Missing,http://www.tate.org.uk/art/artists/brian-rice-6175
"Rich, Alfred William",Male,1856–1921,1856,1921,"England, United Kingdom",Tewkesbury,http://www.tate.org.uk/art/artists/alfred-william-rich-445
"Richards, Albert",Male,1919–1945,1919,1945,"Liverpool, United Kingdom",Missing,http://www.tate.org.uk/art/artists/albert-richards-1835
"Richards, Ceri",Male,1903–1971,1903,1971,"Wales, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/ceri-richards-1836
"Richards, Frances",Female,1903–1985,1903,1985,"Stoke on Trent, United Kingdom",Missing,http://www.tate.org.uk/art/artists/frances-richards-1837
"Richards, John Inigo",Male,1731–1810,1731,1810,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-inigo-richards-446
"Richardson, Jonathan",Male,1667–1745,1667,1745,"London, United Kingdom","Camden, United Kingdom",http://www.tate.org.uk/art/artists/jonathan-richardson-2584
"Richardson, Thomas Miles, Junior",Male,1813–1890,1813,1890,"Newcastle upon Tyne, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-miles-richardson-junior-2452
"Richardson-Jones, Keith",Male,1925–2005,1925,2005,"Northampton, United Kingdom","Abergavenny, United Kingdom",http://www.tate.org.uk/art/artists/keith-richardson-jones-1838
"Richier, Germaine",Female,1902–1959,1902,1959,"Bouches-du-Rhône, France","Montpellier, France",http://www.tate.org.uk/art/artists/germaine-richier-1839
"Richmond, George",Male,1809–1896,1809,1896,"Greater London, United Kingdom",London,http://www.tate.org.uk/art/artists/george-richmond-447
"Richmond, Oliffe",Male,1919–1977,1919,1977,"Hobart, Australia","London, United Kingdom",http://www.tate.org.uk/art/artists/oliffe-richmond-1840
"Richmond, Sir William Blake",Male,1842–1921,1842,1921,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-blake-richmond-448
"Richter, Gerhard",Male,born 1932,1932,9999,"Dresden, Deutschland",Missing,http://www.tate.org.uk/art/artists/gerhard-richter-1841
"Richter, Vjenceslav",Male,1917–2002,1917,2002,"Rijeka, Hrvatska","Zagreb, Hrvatska",http://www.tate.org.uk/art/artists/vjenceslav-richter-1842
"Ricketts, Charles",Male,1866–1931,1866,1931,"Genève, Schweiz","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-ricketts-1843
"Rickey, George",Male,1907–2002,1907,2002,"South Bend, United States","East Chatham, United States",http://www.tate.org.uk/art/artists/george-rickey-1844
"Riddy, John",Male,born 1959,1959,9999,"Northampton, United Kingdom",Missing,http://www.tate.org.uk/art/artists/john-riddy-11957
"Rideal, Liz",Female,born 1954,1954,9999,"England, United Kingdom",Missing,http://www.tate.org.uk/art/artists/liz-rideal-12898
"Ridley, Matthew White",Male,1837–1888,1837,1888,"Newcastle upon Tyne, United Kingdom","Chiswick, United Kingdom",http://www.tate.org.uk/art/artists/matthew-white-ridley-449
"Rielly, James",Male,born 1956,1956,9999,"Wales, United Kingdom",Missing,http://www.tate.org.uk/art/artists/james-rielly-2664
"Rigby, Elizabeth",Female,1809–1893,1809,1893,"Norwich, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555
"Riley, Bridget",Female,born 1931,1931,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/bridget-riley-1845
"Riley, John",Male,1646–1691,1646,1691,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-riley-450
"Rinke, Klaus",Male,born 1939,1939,9999,"Wattenscheid, Deutschland","Düsseldorf, Deutschland",http://www.tate.org.uk/art/artists/klaus-rinke-1846
"Riopelle, Jean-Paul",Male,1923–2002,1923,2002,"Québec, Canada",Missing,http://www.tate.org.uk/art/artists/jean-paul-riopelle-1847
"Ripley, Edward",Male,born 1929,1929,9999,Missing,Missing,http://www.tate.org.uk/art/artists/edward-ripley-1848
"Rippingille, Edward Villiers",Male,1798–1859,1798,1859,"King's Lynn, United Kingdom",Missing,http://www.tate.org.uk/art/artists/edward-villiers-rippingille-451
"Rist, Pipilotti",Female,born 1962,1962,9999,Schweiz,Missing,http://www.tate.org.uk/art/artists/pipilotti-rist-5465
"Rivera, Diego",Male,1886–1957,1886,1957,"Guanajuato, México","Ciudad de México, México",http://www.tate.org.uk/art/artists/diego-rivera-1849
"Rivera, Emilio",Missing,Missing,9999,9999,Missing,Missing,http://www.tate.org.uk/art/artists/emilio-rivera-13335
"Rivera, Manuel",Male,1927–1995,1927,1995,"Granada, España",Missing,http://www.tate.org.uk/art/artists/manuel-rivera-1851
"Rivers, Larry",Male,1923–2002,1923,2002,"Bronx, United States","Southampton, United States",http://www.tate.org.uk/art/artists/larry-rivers-1852
"Rivers, Leopold",Male,1850–1905,1850,1905,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/leopold-rivers-452
"Riviere, Briton",Male,1840–1920,1840,1920,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/briton-riviere-453
"Robb, Brian",Male,1913–1979,1913,1979,"Scarborough, United Kingdom",Missing,http://www.tate.org.uk/art/artists/brian-robb-1853
"Roberts, David",Male,1796–1864,1796,1864,"Edinburgh, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/david-roberts-454
"Roberts, Donald",Male,born 1923,1923,9999,United States,Missing,http://www.tate.org.uk/art/artists/donald-roberts-1854
"Roberts, Julie",Female,born 1963,1963,9999,"Flint, United Kingdom",Missing,http://www.tate.org.uk/art/artists/julie-roberts-2755
"Roberts, William",Male,1895–1980,1895,1980,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-roberts-1855
"Roberts-Jones, Ivor",Male,1916–1996,1916,1996,Missing,Missing,http://www.tate.org.uk/art/artists/ivor-roberts-jones-1856
"Robilliard, David",Male,1952–1988,1952,1988,"Channel Islands, United Kingdom",Missing,http://www.tate.org.uk/art/artists/david-robilliard-14349
"Robinson, Frederick Cayley",Male,1862–1927,1862,1927,"Brentford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frederick-cayley-robinson-1857
"Robinson, Sir John Charles",Male,1824–1913,1824,1913,"Nottingham, United Kingdom","Swanage, United Kingdom",http://www.tate.org.uk/art/artists/sir-john-charles-robinson-455
"Roboz, Zsuzsi",Female,1939–2012,1939,2012,Magyarország,"London, United Kingdom",http://www.tate.org.uk/art/artists/zsuzsi-roboz-1858
"Robson, George Fennel",Male,1788–1833,1788,1833,"Durham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-fennel-robson-456
"Rocamora, Jaume",Male,born 1946,1946,9999,"Tortosa, España",Missing,http://www.tate.org.uk/art/artists/jaume-rocamora-858
"Rodin, Auguste",Male,1840–1917,1840,1917,"Paris, France","Meudon, France",http://www.tate.org.uk/art/artists/auguste-rodin-1860
"Rodney, Donald",Male,1961–1998,1961,1998,"Birmingham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/donald-rodney-3076
"Rogers, Claude",Male,1907–1979,1907,1979,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/claude-rogers-1861
"Roh, Franz",Male,1890–1965,1890,1965,"Apolda, Deutschland","München, Deutschland",http://www.tate.org.uk/art/artists/franz-roh-10609
"Rollins, Tim",Male,born 1955,1955,9999,"Pittsfield, United States",Missing,http://www.tate.org.uk/art/artists/tim-rollins-2778
"Rombaux, Egide",Male,1865–1942,1865,1942,België,Missing,http://www.tate.org.uk/art/artists/egide-rombaux-1862
"Romiti, Sergio",Male,born 1928,1928,9999,"Bologna, Italia","Bologna, Italia",http://www.tate.org.uk/art/artists/sergio-romiti-1863
"Romney, George",Male,1734–1802,1734,1802,"Dalton-in-Furness, United Kingdom","Kendal, United Kingdom",http://www.tate.org.uk/art/artists/george-romney-457
"Rooke, Thomas Matthews",Male,1842–1942,1842,1942,"Marylebone, United Kingdom",Missing,http://www.tate.org.uk/art/artists/thomas-matthews-rooke-458
"Rooker, Michael Angelo",Male,1746–1801,1746,1801,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/michael-angelo-rooker-459
"Roper, Richard",Male,c.1730–c.1775,1730,1775,Missing,Missing,http://www.tate.org.uk/art/artists/richard-roper-460
"Roschlau, Michael",Male,born 1942,1942,9999,"Sonneberg, Deutschland",Missing,http://www.tate.org.uk/art/artists/michael-roschlau-1864
"Rosenberg, Isaac",Male,1890–1918,1890,1918,"Bristol, United Kingdom",Missing,http://www.tate.org.uk/art/artists/isaac-rosenberg-1865
"Rosenquist, James",Male,born 1933,1933,9999,"Grand Forks, United States",Missing,http://www.tate.org.uk/art/artists/james-rosenquist-1866
"Rosoman, Leonard",Male,1913–2012,1913,2012,"Hampstead, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/leonard-rosoman-1867
"Rossell, Daniela",Female,born 1973,1973,9999,México,Missing,http://www.tate.org.uk/art/artists/daniela-rossell-6237
"Rossetti, Dante Gabriel",Male,1828–1882,1828,1882,"London, United Kingdom","Kent, United Kingdom",http://www.tate.org.uk/art/artists/dante-gabriel-rossetti-461
"Rosso, Medardo",Male,1858–1928,1858,1928,"Torino, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/medardo-rosso-1868
"Roszak, Theodore",Male,1907–1981,1907,1981,"Poznan, Polska",Missing,http://www.tate.org.uk/art/artists/theodore-roszak-1869
"Rotella, Mimmo",Male,1918–2006,1918,2006,"Catanzaro, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mimmo-rotella-11023
"Roth, Dieter",Male,1930–1998,1930,1998,"Hannover, Deutschland","Basel, Schweiz",http://www.tate.org.uk/art/artists/dieter-roth-1870
"Roth, Frank",Male,born 1936,1936,9999,"Boston, United States",Missing,http://www.tate.org.uk/art/artists/frank-roth-1871
"Rothenberg, Jerome",Male,born 1931,1931,9999,"New York, United States",Missing,http://www.tate.org.uk/art/artists/jerome-rothenberg-3084
"Rothenberg, Susan",Female,born 1945,1945,9999,"Buffalo, United States",Missing,http://www.tate.org.uk/art/artists/susan-rothenberg-1872
"Rothenstein, Michael",Male,1908–1993,1908,1993,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/michael-rothenstein-1873
"Rothenstein, Sir William",Male,1872–1945,1872,1945,"Bradford, United Kingdom","Gloucestershire, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-rothenstein-1874
"Rothko, Mark",Male,1903–1970,1903,1970,"Daugavpils, Latvija","New York, United States",http://www.tate.org.uk/art/artists/mark-rothko-1875
"Rothschild, Eva",Female,born 1971,1971,9999,"Dublin, Éire",Missing,http://www.tate.org.uk/art/artists/eva-rothschild-4734
"Rothschild, Judith",Female,1921–1993,1921,1993,"New York, United States",Missing,http://www.tate.org.uk/art/artists/judith-rothschild-6432
"Rouault, Georges",Male,1871–1958,1871,1958,"Paris, France","Paris, France",http://www.tate.org.uk/art/artists/georges-rouault-1876
"Rousseau, Henri",Male,1844–1910,1844,1910,"Laval, France","Paris, France",http://www.tate.org.uk/art/artists/henri-rousseau-le-douanier-1877
"Roussel, Théodore",Male,1847–1926,1847,1926,"Lorient, France","Hastings, United Kingdom",http://www.tate.org.uk/art/artists/theodore-roussel-462
"Rowe, Cliff",Male,1904–1989,1904,1989,"Wimbledon, United Kingdom",Missing,http://www.tate.org.uk/art/artists/cliff-rowe-10196
"Rowell, Kenneth",Male,1922–1999,1922,1999,"Melbourne, Australia",Missing,http://www.tate.org.uk/art/artists/kenneth-rowell-1878
"Rowlandson, Thomas",Male,1756–1827,1756,1827,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-rowlandson-463
"Rowntree, Kenneth",Male,1915–1997,1915,1997,"Scarborough, United Kingdom",Missing,http://www.tate.org.uk/art/artists/kenneth-rowntree-1879
"Roy, Pierre",Male,1880–1950,1880,1950,"Nantes, France","Milano, Italia",http://www.tate.org.uk/art/artists/pierre-roy-1880
"Rozen, Felix",Male,born 1938,1938,9999,"Moskva, Rossiya",Missing,http://www.tate.org.uk/art/artists/felix-rozen-2201
"Rubens, Peter Paul",Male,1577–1640,1577,1640,"Siegen, Deutschland","Antwerpen, België",http://www.tate.org.uk/art/artists/sir-peter-paul-rubens-2654
"Ruby, Sterling",Male,born 1972,1972,9999,"Bitburg, Deutschland",Missing,http://www.tate.org.uk/art/artists/sterling-ruby-14439
"Rückriem, Ulrich",Male,born 1938,1938,9999,"Düsseldorf, Deutschland",Missing,http://www.tate.org.uk/art/artists/ulrich-ruckriem-2258
"Rudesch Harley, Ross",Male,born 1955,1955,9999,Missing,Missing,http://www.tate.org.uk/art/artists/ross-rudesch-harley-11907
"Ruff, Thomas",Male,born 1958,1958,9999,"Zell am Harmersbach, Deutschland",Missing,http://www.tate.org.uk/art/artists/thomas-ruff-2602
"Rugg, Matt",Male,born 1935,1935,9999,"Bridgwater, United Kingdom",Missing,http://www.tate.org.uk/art/artists/matt-rugg-1881
"Rumney, Ralph",Male,1934–2002,1934,2002,"Newcastle, United Kingdom","Manosque, France",http://www.tate.org.uk/art/artists/ralph-rumney-2244
"Runciman, Alexander",Male,1736–1785,1736,1785,"Edinburgh, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/alexander-runciman-464
"Ruppersberg, Allen",Male,born 1944,1944,9999,"Ohio, United States",Missing,http://www.tate.org.uk/art/artists/allen-ruppersberg-8665
"Ruscha, Edward",Male,born 1937,1937,9999,"Omaha, United States",Missing,http://www.tate.org.uk/art/artists/edward-ruscha-1882
"Rushbury, Sir Henry",Male,1889–1968,1889,1968,"Birmingham, United Kingdom",Missing,http://www.tate.org.uk/art/artists/sir-henry-rushbury-1883
"Ruskin, John",Male,1819–1900,1819,1900,"London, United Kingdom","Cumbria, United Kingdom",http://www.tate.org.uk/art/artists/john-ruskin-465
"Russell, John",Male,1744–1807,1744,1807,"Guildford, United Kingdom","Kingston-Upon-Hull, United Kingdom",http://www.tate.org.uk/art/artists/john-russell-466
"Russell, Sir Walter",Male,1867–1949,1867,1949,"Epping, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-walter-russell-1884
Russian School,Missing,Missing,9999,9999,Missing,Missing,http://www.tate.org.uk/art/artists/russian-school-7965
"Rutherston, Albert",Male,1881–1953,1881,1953,"Bradford, United Kingdom","Lausanne, Schweiz",http://www.tate.org.uk/art/artists/albert-rutherston-1885
"Rutland, Violet, Duchess of",Female,1856–1937,1856,1937,"Wigan, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/violet-duchess-of-rutland-467
"Ruwedel, Mark",Male,born 1954,1954,9999,"Bethlehem, United States",Missing,http://www.tate.org.uk/art/artists/mark-ruwedel-13509
"Ryan, Adrian",Male,1920–1998,1920,1998,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/adrian-ryan-1886
"Ryan, Veronica",Female,born 1956,1956,9999,Montserrat,Missing,http://www.tate.org.uk/art/artists/veronica-ryan-2293
